DATE	ASS_ASSIGNMENT	prediction
2012-12-28 00:00:00	CMS	0.0
2012-12-28 00:00:00	Crises	0.0
2012-12-28 00:00:00	Domicile	0.16469294741208174
2012-12-28 00:00:00	Gestion	0.0
2012-12-28 00:00:00	Gestion - Accueil Telephonique	0.01614774077022041
2012-12-28 00:00:00	Gestion Assurances	0.0
2012-12-28 00:00:00	Gestion Relation Clienteles	0.0
2012-12-28 00:00:00	Gestion Renault	0.0
2012-12-28 00:00:00	Japon	0.3248946082578552
2012-12-28 00:00:00	Médical	0.6354515286279927
2012-12-28 00:00:00	Nuit	15.165534374884032
2012-12-28 00:00:00	RENAULT	0.6905334619574521
2012-12-28 00:00:00	Regulation Medicale	0.24055460075333102
2012-12-28 00:00:00	SAP	0.007618178450758961
2012-12-28 00:00:00	Services	0.5605206806522478
2012-12-28 00:00:00	Tech. Axa	3.423049926238697
2012-12-28 00:00:00	Tech. Inter	0.6053126605271331
2012-12-28 00:00:00	Téléphonie	36.76405679098698
2012-12-28 00:30:00	CMS	0.0
2012-12-28 00:30:00	Crises	0.0
2012-12-28 00:30:00	Domicile	0.1338845291181201
2012-12-28 00:30:00	Gestion	0.0
2012-12-28 00:30:00	Gestion - Accueil Telephonique	0.0
2012-12-28 00:30:00	Gestion Assurances	0.0
2012-12-28 00:30:00	Gestion Relation Clienteles	0.0
2012-12-28 00:30:00	Gestion Renault	0.0
2012-12-28 00:30:00	Japon	0.24116568755164103
2012-12-28 00:30:00	Médical	0.4979635632459889
2012-12-28 00:30:00	Nuit	12.919394785489654
2012-12-28 00:30:00	RENAULT	0.8736371366918716
2012-12-28 00:30:00	Regulation Medicale	0.19250340985650816
2012-12-28 00:30:00	SAP	0.0
2012-12-28 00:30:00	Services	0.35276410758737775
2012-12-28 00:30:00	Tech. Axa	3.248933482423584
2012-12-28 00:30:00	Tech. Inter	0.52295659000551
2012-12-28 00:30:00	Téléphonie	23.518286139830195
2012-12-28 01:00:00	CMS	0.0
2012-12-28 01:00:00	Crises	0.0
2012-12-28 01:00:00	Domicile	0.05248577780330166
2012-12-28 01:00:00	Gestion	0.0
2012-12-28 01:00:00	Gestion - Accueil Telephonique	0.0
