DATE	ASS_ASSIGNMENT	prediction
2012-12-28 00:00:00	CMS	0.0
2012-12-28 00:00:00	Crises	0.0
2012-12-28 00:00:00	Domicile	0.32938589482416347
2012-12-28 00:00:00	Gestion	0.0
2012-12-28 00:00:00	Gestion - Accueil Telephonique	0.03229548154044082
2012-12-28 00:00:00	Gestion Assurances	0.0
2012-12-28 00:00:00	Gestion Relation Clienteles	0.0
2012-12-28 00:00:00	Gestion Renault	0.0
2012-12-28 00:00:00	Japon	0.6497892165157104
2012-12-28 00:00:00	Médical	1.2709030572559854
2012-12-28 00:00:00	Nuit	30.331068749768065
2012-12-28 00:00:00	RENAULT	1.3810669239149043
2012-12-28 00:00:00	Regulation Medicale	0.48110920150666203
2012-12-28 00:00:00	SAP	0.015236356901517922
2012-12-28 00:00:00	Services	1.1210413613044956
2012-12-28 00:00:00	Tech. Axa	6.846099852477394
2012-12-28 00:00:00	Tech. Inter	1.2106253210542661
2012-12-28 00:00:00	Téléphonie	73.52811358197395
2012-12-28 00:30:00	CMS	0.0
2012-12-28 00:30:00	Crises	0.0
2012-12-28 00:30:00	Domicile	0.2677690582362402
2012-12-28 00:30:00	Gestion	0.0
2012-12-28 00:30:00	Gestion - Accueil Telephonique	0.0
2012-12-28 00:30:00	Gestion Assurances	0.0
2012-12-28 00:30:00	Gestion Relation Clienteles	0.0
2012-12-28 00:30:00	Gestion Renault	0.0
2012-12-28 00:30:00	Japon	0.48233137510328206
2012-12-28 00:30:00	Médical	0.9959271264919778
2012-12-28 00:30:00	Nuit	25.83878957097931
2012-12-28 00:30:00	RENAULT	1.7472742733837432
2012-12-28 00:30:00	Regulation Medicale	0.3850068197130163
2012-12-28 00:30:00	SAP	0.0
2012-12-28 00:30:00	Services	0.7055282151747555
2012-12-28 00:30:00	Tech. Axa	6.497866964847168
2012-12-28 00:30:00	Tech. Inter	1.04591318001102
2012-12-28 00:30:00	Téléphonie	47.03657227966039
2012-12-28 01:00:00	CMS	0.0
2012-12-28 01:00:00	Crises	0.0
2012-12-28 01:00:00	Domicile	0.10497155560660332
2012-12-28 01:00:00	Gestion	0.0
2012-12-28 01:00:00	Gestion - Accueil Telephonique	0.0
